,travel time,distance,hour of day,living_street,motorway,motorway_link,primary,primary_link,residential,road,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,others
6242,158,1480.413,15,0.0,0.0,0.0,0.0,0.0,1480.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6243,826,12153.902999999998,19,0.0,0.0,0.0,9778.257000000001,0.0,1633.484,0.0,0.0,0.0,0.0,742.162,0.0,0.0,0.0,0.0,0.0
6244,1038,9633.82,17,0.0,0.0,0.0,5075.818,0.0,0.0,0.0,0.0,0.0,0.0,4558.002,0.0,0.0,0.0,0.0,0.0
6245,585,7222.039,22,0.0,0.0,0.0,0.0,0.0,659.9760000000001,0.0,6562.063000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6246,1646,24013.251,12,0.0,0.0,0.0,1224.913,0.0,98.16400000000002,0.0,21581.338000000018,400.314,708.5219999999999,0.0,0.0,0.0,0.0,0.0,0.0
6247,1230,24191.952000000005,20,0.0,0.0,0.0,1224.913,0.0,98.16400000000002,0.0,21369.75000000002,400.314,1098.8110000000004,0.0,0.0,0.0,0.0,0.0,0.0
6248,493,8296.403,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7547.500000000001,0.0,0.0,748.903,0.0,0.0,0.0,0.0,0.0
6249,927,7434.4569999999985,18,0.0,0.0,0.0,0.0,0.0,97.508,0.0,0.0,0.0,0.0,5317.406,1859.371,0.0,0.0,160.172,0.0
6250,1204,20795.839,16,0.0,0.0,0.0,0.0,0.0,792.772,0.0,19924.547000000006,78.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6251,650,9033.493,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7547.500000000001,0.0,0.0,1485.993,0.0,0.0,0.0,0.0,0.0
6252,738,12697.366,0,0.0,0.0,0.0,0.0,0.0,217.661,0.0,12387.734000000002,0.0,0.0,91.971,0.0,0.0,0.0,0.0,0.0
6253,1619,24161.245000000003,18,0.0,0.0,0.0,1219.9750000000001,0.0,1171.2060000000001,0.0,21369.75000000002,400.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6254,751,11477.176999999998,11,0.0,0.0,0.0,0.0,0.0,518.4699999999999,0.0,10958.707000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6255,416,6711.840999999999,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6711.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6256,789,12391.395,21,0.0,0.0,0.0,0.0,0.0,455.21799999999996,0.0,11936.177000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6257,679,12501.072,11,0.0,0.0,0.0,0.0,0.0,529.192,0.0,11971.880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6258,436,7218.561999999999,17,0.0,0.0,0.0,0.0,0.0,194.749,0.0,7023.813000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6259,879,10148.185,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9199.825,0.0,0.0,948.36,0.0,0.0,0.0,0.0,0.0
6260,345,7457.611,19,0.0,0.0,0.0,0.0,0.0,683.96,0.0,6773.651000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
